statement,status
avpd sory actualy completely normal topic basicaly find genuinely hideous lok ridiculous seriously expect acknowledge felow human kind way stop apearance literaly single facet ridiculous take seriously prevent talk people find pay job make friends kind literaly ordinary include necesary apointments like doctor want alive person regularly outside work therapist insist wrong person find incredibly hard believe unbelievably embarasing stupid feling cause constant distres completely unshakeable aware logicaly sily wory mean personality disorder handicap life obviously diagnose gues wonder sound similar guys deal,Personality disorder
ve manage health anxiety prety today  mg zoloft daily lamictal certain dosage today take daily pils acidentaly take extra pil gues mean take mg mom cal pharmacist say fine lok fainting ironicaly fel lightheaded seconds realize  take prescribe dose  gues anxiety pil afect fast far  aware technicaly overdose smal drink water fel weird throat  tickle throat mix alergies anxiety get fel dizy lok say mg usualy max dosage take mg  afraid slep hapen hours ago  overdose fatal level exhibit severe obvious symptoms  paranoid,Anxiety
health anxiety cause cold like symptoms hey guys let start say sufer prety strong health anxiety recently start therapy deal weks ago wek start therapy catch cold dificult wek prety think die weks pas ve pain throat move diferent places throat left right soft palate yesterday stres work things pain come right throat prety strong morning wake left hurt ton mucus insiste nose brain make sufer throat pain health anxiety sory reasurance post guys  tired think gogle fel like il start fel read,Anxiety
paranoia anxiety brain eat amoeba hi prety new sub ned vent diagnose ilnes anxiety disorder years ago generaly prety god hold yesterday shower drop water get nostril nose fel chil nose hair imediately towel wipe blow nose get shower live florida paranoid brain eat amoeba lurk water water shower head dorm colder lately thoughts head terify tear fear write birthday wek want okay mom say wory nedlesly probably right shake anxiety edit ad help symptoms aparently develop days infection go sit anxiety days,Anxiety
anxious meds help mean anxiety meds deal crohn recently iron infusion round entyvio fel new things likely efects paranoid iron infusion have night sweat night drench kind mugy notice start entyvio apetite take plunge nausea come random points thirsty fel feverish head extremities cold shiver chils anxiety get paranoid lymphoma humira cause maybe kind abdominal absces form take thoughts actions start hapen know think clearly crohn cares world pain know cause think fel like pinpoint talk doctor fel like brush wory thing fel,Anxiety
woried wrong dix fibromyalgia  year old male past months ve alot body achsles weaknes twitching muscles weird stuf bunch blod work mri emg test tel normal alitle low vitiam dwhich suplement month ago rheumatologist say lok like fibromyalgia tel vitiams mediate ve fel ignore symptoms help past weks ve weird sensation thoart tons salvia shortnes breath go urgent care check lots things say probably mild case bronchitis  woried  go  have trouble breathe fibromyalgia dx actualy somthe like ms als kind cancer insight helpful,Anxiety
sek post cancer anxiety advice cancer clear create anxiety real aches pains scars fake aches pains anxiety trouble diferentiate usualy weird loks doctor aches pains fel embarased general doctor trouble kep cancer tests folow ups ve nedle phobic panic atacks come relate medical emergencies know beter search webmd nt search webmd nt suspect tumor se doctor fear cancer  real unrelated isue  try psychiatrist advice deal health anxiety nt point fel ned er benefit se cardiologist check anxiety aches pains thing health relate ptsd,Anxiety
sel post cancer anxiety advice cancer clear create anxiety real aches pains scars fake aches pains anxiety trouble diferentiate usualy weird loks doctor aches pains fel embarased general doctor trouble kep cancer tests folow ups ve nedle phobic panic atacks come relate medical emergencies know beter search webmd nt search webmd nt suspect tumor se doctor fear cancer  real unrelated isue  try psychiatrist advice deal health anxiety nt point fel ned er benefit se cardiologist check anxiety aches pains thing health relate ptsd,Anxiety
reminder valid have god wek people work coments sick anymore open mental health hopes destigmatize raise awarenes able smile laugh midle depresive episode coments sad find compare experiences curently rest find fel like severe mania standard cycle severe episode cause sri fel like belong like make things make reminder ocasionaly find fel way diferent react diferent medications treatment plans diferently abnormal bunch people fuck great end valid belong comunity diferent levels crazy level suport se short time overwhelming adore thanks read litle ramble,Bipolar
adverse reactions touch come episode minor freakout say basicaly tel boyfriend dampd tonight okay fel like ruin hide away bathrom end get angry throw phone wal prompt mother come upstairs ask go blow tel fine leave obviously yel calmly speak move rom start sob prompt boyfriend come try comfort talk start calm rub fel like skin burn pul away know describe adverse tactile reaction touch notice lot breakdown like tldr mini breakdown lash regret talk boyfriend try physicaly comfort fel like skin burn,Bipolar
fears confirm wednesday go camp end slep degre weather il prepared end get hours slep shiver entire time thursday night sudenly come chils brutal headache yesterday go urgent care confirm flu type virus feveras hypochondriac imediately kick catastrophic thinking fear worst give tamiflu cost prety peny today fel like dogshitaches pains cough fever drop ve slep like shit night nt ya ned slep rid  extremely healthy person comision like literal hel lol deal flu tips  go couch riden mises work casual convo welcome,Anxiety
turn coworker talk day awe people start talk time think imediately dogpile thoughts self hate ones list right read unfortunately probably know mean head break saturday get marlboros locker smoking bad know buy friend friend stock trip italy turn coworker notoriously outgoing litle crew say hey check show picture blacken lung carton kind joke fuck kinds health warnings norm countries usa know diferent time beneficial glitch show degre spontaneity especialy sober self hate thoughts come right setle bit nice thanks reading want ramble,Personality disorder
ve kind deny ignore problem awhile ocasionaly bright red blod bowl like weird pinkish red chunks like eat shred redish pink pep come end ve colonoscopy tel internal hemorhoids nt mention  idiot know apointment promise il tel doctor unrelated car acident recently colege state parents come help injure hapen today highly doubt relate acident hapen years want finaly tel  afraid  think relate acident freak think  die rush er email doc easier admit email speak word afraid doc freak try er wait til apointment,Anxiety
neti pot anxiety recently diagnose sinus infection tel use neti pot careful read directions take nasal cap wash soap bathrom sink water pour distiled water rinse usual anxiety kind stuf flare up wonder hand soap apropriate pour tap water rinse soap pour tap water distiled water lok things scared read tap water neti pots dangerous touch thing sinus headaches increasingly easier anxious mind read kind horible brain amoeba like find stories advice ease instead fel like wait couple months know get infection thank,Anxiety
apreciate triger patch yard  cover leafs overgrowth neighbor agre clear patch land  cut burn days chance help start clear land remove leafs burn cut growth burn day family friend come help say oh gosh burn poison ivy sumacs lok confused  leaf friend go burn infect lungs highly dangerous neighbor burn days course  gogle symptoms poisoning lungs ivy sumac nt know  make symptoms throat hurt smoke general edit update cal dr demand video chat watch breathing problems tel antihistamines handy anxiety peak prety hard,Anxiety
benzo tolerance isues hey benzos year months klonopin xanax notice grow tolerance obv expect get point barely higher dosages start mg klonopin mg day prescribe doctor uper level xanax like mg fel mg course know get point substance abuse problem wana experience benzo tolerance get point excesive amounts smal benefit consider taper short end take regular dose actualy help instead barely register weks take lower amounts help somewhat reset tolerance chronic benzo users cause withdrawal worsen worth lok advice thanks post  bipolar fine,Bipolar
palms hand act strange photos htpsimgurcomamnxmwg miror pin clothing sew palm left hand start act funy lok lok like swolen bit right hand random hyperextend thumb ve bend far hold notice veins hands body general extremely noticeable nt wory pale person varicose veins show photo pinch swolen lok vein tendon idea litle index fingers show sumer start health anxiety life begin know lok like actualy apreciate advice ofc go doctor best bet travel wekend country believe carpal tunel way palms fingers act thanks,Anxiety
hands shake cordination awful cope hi post  sory  wrong  teter edge masive moment pils up dosage alongside crap bad problems hands cordination fel like nt close hands properly heavines go try concentrate shaky shrink say normal symptom depresion lack cordination fine problem  piano teacher time hapen make imposible demonstrate exercises students convince god technique pay mention droping break things find way work nt help prof  useles bad job clumsy  like say  definitely head wekend thank  edit say symptom start take lamictal agre worse,Bipolar
lackluster hang man tie umbilical empres expectations bestow like thunder stuter pigeon toed point fal steps oil ad oil lit conveyor couplings bent quer interogate placate mind shifts hue severe melancholy lock bed straight anger frustration know nt days slep shrink clothes time eat freshman year university results ambulance ride ward bipolar fuck  perfect tel ah dumbas know take initiative listen profesional advice go mountains make want taste psychosis ve mature meds proud times tie rope neck card say hang man say corect,Bipolar
isolate escape lowest point life go manic fal lose job savings posesions relationship daughter send imensely se lately se lately days fly  trap idea purpose mistakes resentments paralyze fear social anxiety prevent get outside help fear judgment find job horible find job judgment carer tonight half hour od job drive van workers casino hours away work want choice place work find blurt go na kil involuntarily catch say habit worth song give image live bipolar sparks beach house dark fal spark steady light,Bipolar
nt know help bipolar son son sufer bipolar things mild think cyclothymic bipolar  wek manic episode convince ned fly world save friend terorists reality friend vacation bad signal nt touch steal credit card buy tickets get pasport plan leave try talk convince  terorists kidnap friend friend adult lady caretaker clue wo nt speak anymore  evil wo nt meds think poison drop schol years ago stay home nt want record nt want police involve nt doctor get diagnosis nt se aparently doctors evil idea,Bipolar
underside jaw swolen scared hey guys sure lok home talk freak know explain best chin underneath jawline swolen tense neck muscles discover prod neck pronounced tilt head tilt head left tense muscles fel like huge mas jaw fel similar shape left neck near big lok big miror relaxed fel pain find lumps start panic mam come holiday monday fel want doctor totaly harmles cyst nedlesly remove convince dangerous want think hysterical fair prety sure like have bad anxiety flare know talk go insane,Anxiety
manic psychotic crisis time hi year old recently diagnose bd type manic psychotic crisis truth lose comon sense delusions behave way embaras lot crisis university last wek days strong psychosis lose relationships people think crazy dangerous hospitalize psychiatric hospital able stabilize lot medication talk efects bad fel break gf truth take suden depresion similar episode fact practice lot sport lead normal life fel lonely misunderstod hope bad moment end mis life crisis experience psychosis deal bipolar disorder like know experiences disorder face thanks,Bipolar
anxiety ruin personal relationships recently get fairly nice gift friend birthday worth extravagant gift definitely nicest gift give particular friend group excited gift think god fit person unfortunately excitement give gift turn anxiety concerned relatively nice gift perceive give friend oposite sex realize completely irational anxiety triger multi wek bout extremely high anxiety person definitely realize triger way like point start litle freak afraid lose closest friends fel ned apologize explain make fel horible explain afraid talk awkward recent interactions cold awkward know,Anxiety
los depresion new medication ping ponge bit get fuly manic fuly depresed know depresed weks end semester change schedule second half semester god friend pas away god mutual friend start act strange flat mean relationship strain month reasons fuly know eventualy block online agre mater godbye graduate easily able push away ned semester fal deper deper opose normal brief depresion think friend pas thinking block vice versa tos people talk day fel secure world turn upside people go know pul time honestly scared,Bipolar
comorbid anxiety slep hi guys long time god news meds work like work work take year half stabilize seroplexlamictalsolian combo god job crash car august time maniac come days start think hypomania intense fun fel like life boring plus think anxiety lately slep hear alarms trouble get slep night slep hours daytime hours slep night anxious met friends big party wake lot night monday take cofes morning clas cause got stres guys think met psychiatrist saturday ways thank suport year helpful times friends,Bipolar
strange things fel anxious start think today walk notice constantly touch belybuton stomach start fel tight anxious feling think sure people walk past lok bit strange remember past anxiety atacks felings slight panic start touch neck maybe unconsciously breathing sure help able easily drive hold fel bit worse make sense habits develop randomly time come son start have symptoms anxiety anxious thoughts think ask strange practices maybe cope mechanism way brace anxiety heighten anxiety strange ketle fish hope cope way get day time,Anxiety
hypomanic take meds mis therapy apointment wek busy completely forgot weks holidays start take lamictal like supose start like weks ago take mg welbutrin fel amazing like god go lot financial stres right clean organize day post like items sale market place couple days gues hypomania want stop scared fel numb fel god long months today get mental health department kaiser say psychiatrist prescribe lamictal want folow couple weks fuck lie honest honest go justify decision way go fel ashamed regret decision right,Bipolar
slip away fel like  slip away navigate bad trafic way work  hybrid tech suport busines analyst role primarily  listen troubleshoting everyones troubles day cals start nt end days heavy trafic home wek year house break ned repair pay come sort list time pas dogs love extremely pushy nedy days go father law get home demand dogs away turn focus turn tel whatevers mind live nt drop hear family family ned stop hurt felings bed wake start hour wek hour wek fel like  lose,Anxiety
ask repeat anxiety induce today go nose pierce guy pierce nose speak low volume times hard hear say instances fel anxious ask repeat say sign say hm stare seconds say nevermind moment anxious think talk able hear end talk ask want piercing say hm times nt hear stare seconds say time slowly semingly anoyed tone ready leave shop say come isues piercing hope nt  think able hear stare lok anoyed fel like anoy guy nt mean nt hear times hapen pm rn bother,Anxiety
wory suden health isues nt know explain health anxiety usualy kind suden things kil like aneurysms embolisms ve wory cancers long term sort degenerative things think fear know come  afraid  ray mis aorta go burst like know come able tie lose ends spend time friends family vacation live die nt hapy obviously anxious things like things scare things randomly kil  study play video games kinds things drop dead end article like healthy year old dies slep fear suden death like wait corner nt,Anxiety
social anxiety get worse think okay fel socialy anxious know go wrong thought social interaction go public spaces scare hel go grocery shoping want deal people want talk clasmates fel beter hiding have deal recent isues send spiral ned task involve leadership give directions dificult comunicate words sprawl head atempt talk come disorganize incoherent leader direct folow lead today especialy horible generaly organized person clasmate end se mes fal plan got fluster shut entirely embarasing want hide know recover like beter anxiety,Anxiety
ve stable job get raise seasonal team member retail store manager decide move sales lead time fel come lose depresion come anxiety begin grow point fel like ground shake time wals creak get intense ptsd flashback act nights sure cameras watch people photos paintings spy time work complicated ned leave time push raise ad lot get store key close probably big deal time ve work months nt like longest time ve kep job  hapy make past episodes hope work medical leave schol,Bipolar
note self nt use  tenagers crepy dms ve try answer dms try help anxiety start push comfort zone bit nt dms nt wory anyways get dm hour ago dude real crep know mesage fuck brain want go reason anyways talk bit know  idiot go crep zone end cal say weird af know burner leave chat block  bit nervous fel like idiot know sort stuf give anxiety morbid curiosity get best  pay price anxiety advice calm delete recent post  tenagers god damn  stupid,Anxiety
manage stres situations past weks relationship romates sour debate take court coercion witholding own money  go take court tension home cause incredible stres anxiety ve have chest pain heart palpitations fel like  breathe straw nt month  try manage stres best kep pile get worse nt fel comfortable home rom dor lock hear walk spike anxiety slep get worse ve wake anxiety atacks nt escape want fel slightly beter nt fel comfortable make fod share living spaces advice manage stres anxiety dificult time,Anxiety
diagnose wek ago got diagnose wek ago bipolar type talk psychiatrist therapist ton diagnosis definitely interesting way bipolar symptoms align behaviors explain strugles know fel like diagnosis fel confusing fel hapy finaly diagnosis fel acurate try figure diagnosis year take medication excited fel hapy psychiatrist therapist think diagnosis acurate fel lose like identify ignore long strange fel like question behavior fel litle od identify bipolar label fel like maybe symptoms head gues lok people fel diagnoses kind od confused feling go away,Bipolar
antipsychotics like bit depresed manic episode months ago intense compare people snri time psychiatrist stop depresion want antipsychotics fel like lot dont wana especialy consider efects snri limits triger mania sris welbutrin work lamictal work kind run options unmedicated antipsychotics abilify case fel like psychotic mania barely psychotic fel like fel objects emotions start cry psychiatry ofice fel bad work drug lead decrease brain volume weight gain hair los dementia parkinson etc point antipsychotics actualy necesary note ask medical advice people experiences,Bipolar
strugle want mother plan have kids raise sister kids tenagers leave home sister bipolar get pregnant end adopt son amazing kid adhd kid nt nowadays hapy beautiful soul  terible mother curently depresed go mixed episode know fact  afect low mod ask today mad momy break heart know know wrong unfortunately husband deploy nt help parents siblings help push dep inside regret adopt ve beter fel like  live big lie want disapear inside die fel like terible burden kil bring life bipolar efect,Bipolar
frustrated diagnose bipolar months ago years tel think manic episodes couple days straight depresion depresed completely withdraw society shel wo answer phone texts avoid tasks complete lack motivation sort fear deal things unpleasant short term disability work autoimune disease ned turn papers march rd doctor ir aprove claim lay bed days bathe cycle paperwork fel guilty fucking miserable know avoid paperwork cause anxiety problem worse thought likely lose job overcome lack motivation doctor ask change med dosage gues want vent understand go,Bipolar
nt believe head rant diagnose bp visit psych lamicital ve years  bipolar meds nt help get worse fighting crying si sh ve try force sicknes narative psychosomatic ve deal mariage strain pandemic major surgery chronic pain long term isues surgery new high stres job busy couple years life factors baseline nt want give dx fit checklist day meds fogy letdown healthcare providers take health bodily autonomy chose heal mind body  taper meds work therapist trust create treatment plan actualy improve quality life,Bipolar
boyfriend get water nose kayak river  woried brain eat amoeba course hapen sumer moment aus bf kayak come fast flow curent flip kayak pul quickly surface life jacket get water nose tel  silently panic dream think  go die bit extra information situation water fast flow water unpleasantly cold lok water say river microscope unrelated reasons barely find bacteria let amoeba water nose child warmer dam badly go way throat nt afect know extremely rare infection ocur  go stop wory days ned help,Anxiety
tired tired mental health doctors visit therapy meds hate stres working hours stresful job work wekends  tired feling like failure  tired fel invcovoe fel  tired have memeroeiw come spouse hit belitle  tired fear horible manic episode ruin life hate fel like kind whore hate things body want help hate breath try run fel like cycle try life times start fel like big deal try fel confused upset live closeted way try hide sexuality like people smel prey come  exhaust exhausted tired things,Bipolar
psych ward sigh bruh bpd bipolar beter  curently er like stop hard lose hope think short term hapines worth pain come  disorders ptsd bad rn think recover make fel like mater relapse  actualy go recover man nt handle rd iop shit times wek hours sesion mentaly il exhausting nt learn acept reality deal pl past things nt fair nt acept things supose nt deserve things nt hapen reason bulshit meaningles trauma fragile vulnerable person disorders hate advice recovery bc idk il beter,Bipolar
urge triger mania recently intense manic episode life go whirlwind euphoria rage etc mis work days handle mind race constantly relatively sure cause take aderal pils sure mg start crash super hard tired indulge pasions manic able draw straight hours work day slep pick pencil frustrated want able make want buy aderal friend know go na god end wish things like fel like shit mis world probably go na remember fucking horible fel time like god mis god parts hope relate lol,Bipolar
lithium make manic forget god fel like new doc time new insurance wo cover latuda old doc try lithium reason new doc give shot super low dose titrate latuda go raise smal increments fel great depresive episode weks window productive wek past months renew sense energy positivity anxious overeact start mania thing get litle buged wake grogy hate world wake alarm clock go night get hour slep fel like milion bucks today unrelated lithium folks pain mg ibprofen migraine tylenol jack past,Bipolar
cope idk helpful hypochondriac life young year decide improve anxiety problems experience recently kind personify go learn cope beter basicaly high schol smoking wed usualy give panic atacks actualy set take hit hard time acept reality situation key point make improve anxiety isues past year take smoking wed litle anxiety couple weks ago smoke usualy set intense fel god notice anxiety build mind begin panic decide try let acept reality hapen anxiety able enjoy drug basicaly work acept bad hapen acept deal,Anxiety
fel like anchor year start work profesor chemistry lab task synthesize compound make stupid mistakes lab ned compound synthesis friend ned adition times profesor fine mistakes kinda expect times patience fleting improve rate way slow remember time take long hang go na graduate bachelor sumer start graduate schol son fel like aford make rokie mistakes stage give imposter syndrome watch pers execute projects near flawlesly especialy family kep cal mention proud want vent frustrations optimist nature consecutive failures prove optimistic mindset incorect,Stress
finaly employ result severely depresed gues life go litle change things hopeles desperate unbearable head infrequently lucky stres catalyze short upswing hapy job fel like finaly close chapter land psych ward months ago start new life fel destroy incapable forget build life entry level job perform basic operations say job fel ned bathrom cry main takeaway progres soner later gets take away experience cyclical mod disorder prevent upward trend fluctuation stasis project future life worth live miracle able build life fel ways,Bipolar
job hate job investigate violations companys policies state federal regulations usualy pers leadership cordinate investigations times  investigate lower level employes wrap investigation lead firing prominent leader like extremely efective role incident policy isue violation feral regulation termination solution policies nedles want speak leader tel turn give chance leader suport family job nt sandbag investigations like person  investigate work people nt like trust come say know hard respect integrity take reach outcome talk time actively avoid swear  people ve funk termination ocur past,Stress
symptom think sign terible end go away count headache albeit mild last month month mean brain tumor years ago headache go away brain tumor persistent twitching eyelid facial chek think sign terible neurological disease go away ocasionaly come go away tingle hands thighs months think sure sign ms kind go away time years ago notice countles litle red dots body read sign type leukemia convince months leukemia start catalog instances red dots spreadshet track ones new ton symptoms iminent death kind fizle,Anxiety
honestly know warning rant ahead manic reach anything try dumb fit general post go years ago disown friends swear like plague mainly reinforce manic state god seriously god mod swings prevalent lack funds manic general lack kep hang speak nt know mis friendship arc wear character wait story instead cut things everythings depresed years later reach interwebs relationship isues want someones life want human want friend want sure ok actualy mean hard hate cry hate rant life hate sory thanks reading know,Bipolar
days ago try kil atempt suicide seriously harm days ago lacerate wrist knife er stitches nearly sever artery luckily recovery fel dep sense regret shame want detail hapen family try choke piece clothing physicaly asault family try stop hurt fel guilty normaly pasive person let emotions stop think welbeing come abusive family love reason  strets right bad mindstate years isolate fault obviously ned responsibility actions dep sense rage underneath try best mask people post like god people fel like terified covert narcisist,Personality disorder
uneven pupils friday lok miror notice left pupil larger right vision eye blury visit optometrist today dilate eyes confirm left dilated right know asume notice imposible past year obsesively check pupils miror sure stroke helo health anxiety days uneven pupils wake painful pul muscle left neck relate ocasional tinitus left ear usualy pulsatile rush noise afraid carotid disection stroke sort tumor maybe seizure slep cause pul neck muscle eye isue want vent weird eye isues fears tough thoughts head listen take seriously,Anxiety
meds days help type history psychosis recently aparently health care lapse biling eror jan st tel find try pick meds wek half able aford cal health insurance today th time want payment reinstate work startup month late pay broke work health insurance kicks march st hold long skip psychiatrist apointment se therapist months take meds morning kick think rapid cycling cry bathrom constantly work today family country best friend pul away get relationship fel like safety net ned tel go stranger internet,Bipolar
go busy store today helo hope have god go best buy today pick new phone  ngl stresful phone years time upgrade proces trading phone stresful employe kinda anxiety induce deal trash sim card mes sim tray old phone try phone old buy new cheap mes walk carier closest close kinda shake point fel like day go wrong get kinda brave take uber town replace sim card live tel tale lol tldr upgrade phone best buy employe trash sim card journey town new,Personality disorder
strugle fear carcinogens helo wonder advice info relate great problem fear contamination mainly form long term damage ie expose unknown carcinogen drinking water lead exposure deadly harmful exposure time fuel story new chemical products years later people confirm carcinogen dangerous stres chemical things like clean products detergents scented general air polutants clothing dye drinking water plastics touch fod heavily proces fods strugle cases hapen know problem late shake feling rational skepticism know imposible know want stop stres cope tips advice great thank,Anxiety
fel like  implode stres years old recently enrol colege end chose hard course parents pay fail choice drop course go drop today way get fender bender second acident year parents insurance colosal fuckup know repair situation go job son finical strain wo nt hard nt believe ve ruin parents trust place worst fault nt believe easy ruin trust respect hard earn fel paralyzed nt calm ontop fact anxiety search job throw stresed fel like nt talk strangers bad fel right idea ok,Stress
head fulnes presure month ve start get new uncomfortable symptoms start fatigue weaknes morning heart palpitations wake arms legs fel type nervous energy days ago fatigue prety go nt heart palpitations have night sweat weks  stop  leave head presure clamy feling head day morning fel sides head temple region throb times end hapen evening head fel day fel disorient sensitive nt know explain ve avoid gym love new od symptoms show ocasionaly il relief head go workout fine  hapen twice past days,Anxiety
post grad aplication buter fingers aply masters program field  pasionate actualy acept program year funding isues turn ofer year sure aply diferent scholarship manage secure partial funding like lok month laptop steal scary situation  go na detail ve email university cel phone instead laptop like usual realize ve send draft emails admisions ofice asociate prof try save genuinely want cry stupid mistake give lack response profesors  think ruin chances proud personal statement solid references  doubt aplication edit receive ofer chat prof god,Stress
chest hey guys hope wekend slight chest pain dificulty breathe aswel stufy block nose hours local gp doctors surgery closed mean best thing er hear deadly flu go get as straight er son started fel heart monitoring blod sample chest  ray say clear infection prescribe amoxicilin mg day spread evenly fel beter sense chest nt breathles nose nt stufy  generaly perkier chest pain  woried fluid lung pneumonia bizare flu like symptoms esentialy go past hours days antibiotics fel uncomfortable worying chest advice,Anxiety
wake dead limb wory ministroke wake pe midle night stand lower body involuntarily lean left like left leg kne give able stand couple minutes go away walk normaly end go er speak nurse blod tests come normal physical tests doctor check eyes walk reflexes etc day help fel like mis posibly tia ministroke warning sign stroke tel fel lightheaded day know anxiety fel hyperaware body right anybody similar isue temporary paralysis situation fel asure doctor tldr trust docs wory limp leg ministroke,Anxiety
buspirone buspar fel consistently ned hi anxious friends recently switch meds efexor prozac ad buspirone mg anxiety doctor tel ned research ve sense efective take ned fast imediate act drug build system time right ned consistently long period time fel efects il ask doctor course  interested people experiences buspirone specificaly take ned daily ve take mg  day month mis doses fel anxious way doctor describe sound like fast act anti anxiety drug calm dose build system time mater concerta bupropion thanks friends,Anxiety
anxiety atack cat ve met today walk grocery store near house se por cat right eyes get house cry cause nt bring home cause lot cats go house bring fod water instead drink water nt want eat  scared question real cat demons cause tailin country cats nt tail demons shadow tho  leave cat kep lok  way home big shadow bird fly like make circle walk tre btw fel bad fel like fel bad take litle cat fel like completely bad person,Anxiety
heart rate fal have episode hey hope alright today sufer overthinke general anxiety final year university overwhelming point start sek profesional help doctor prescribe beta blockers ask necesary think take today think hit breaking point today way able manage things fel aches tightnes chest throat get cold hands fet start stres sweat smel putrid fel heart pound chest decide check heart rate surprised find mid  dose beta blockers wait speak doctor tomorow face stres anxiety cause heart rate shot instead dive,Anxiety
woried arsenic poisoning colege student voluntering local natural history museum ornithology colection early supervisor warn older specimens treat arsenic continue sort specimens run aforementioned older ones tuesday encounter sure handle carefuly thoroughly wash hands finish bird mention specimens supervisor jokingly say technicaly gloves imediately begin panic days concern health unecesarily jeopardy read online potentialy cros contamination specimens woried birds trace amounts super diligent wash hands post voluntering think permanent brain damage forget headphones editing job today bolster concern know arsenic freak,Anxiety
health anxiety suck strugle headaches amp lot brain fog past month cause isues fel super amp pain recently sharp pain left head lead buzing head get lot worse throb randomly anxious brain tel overeact cause health anxiety flare lot get bad wide awake gogle symptoms posibly amp strugle relax home symptoms constant lead anxiety go rof cycle continue wana doctor wana waste time case help amp head strugle debilitate wana bed go na deal random pain throbing anxiety wana fel normal,Anxiety
wory sick vcjd  usa california fel like fuck bad like yeah hamburgers arguably gros think bad nutritionaly lot easier dismis hey burger harbor death sentence learn bse vcjd months ago fel disgusting bef eat ground bef store taco bel burger joint eat ground bef frequently carelesly tiny muscle twitch frequently night perpetuate fear think ods bef eat contain bse read fast fod ground bef use mechanicaly repurpose bef basicaly risk tisue smash paty horified terify panic atacks nightly ned help talk,Anxiety
relapse advice helo felow hypochondriacs severe health anxiety couple months begin august year panic atacks pulse checking spend way doctor ofice shebang february get shit turn leaf therapy healthy eating exercise finaly kick literaly like new person health anxiety disipate able function dizy spel easter bunch stomach problems eat things intolerant major relapse slep fel heartbeat constantly gogle non existent symptoms strugle function hope temporary relapse sped hump prety linear recovery periods anxiety help past help bed morning function day help,Anxiety
obses stols wory parasites lok stol pas past couple months crazy fear parasites get worse afraid eat fods stupid stories read online yesterday cut open quinoa paty panic atack know quinoa lok like worms parasite topic pas weird white stuf months think get frequent think hapen bowel movement post  askdocs pic brave lok warn prety gros gues start wash hands time touch check bedshets obsesively suspect bed lok fods phone zom pet cats anymore dandruf flea egs like indistinguishable go crazy,Anxiety
terify brain bled sound ridiculous drop phone head yesterday arms length corner hapen hit perfect spot right temple hurt prety bad seconds pain stupidly gogle like crazy read hits people fine die subdural hematoma days weks cause problems ugh daily baby aspirin blod clot disorder people blod thiners higher chance bled fel ridiculous triger like long time today have mild headache presure base head terified fel like go er overeact bump stupid phone try reach reasurance help today know guys understand,Anxiety
think lose mind helo guys long time lurker se earlier post colon cancer anxiety decide blow steam tel story start sumer weird pain left abdominal area go gp say blod test time find important calcium deficiency take suplements pain disapear fast forward wek pain come exactly spot go twice day compare usual routine days pain fade away bowel movements ease couple days today se stol dark brownish spots believe blod go far idea want dumb situation enjoy life way stupid thoughts,Anxiety
seroquel semiconscious thoughts seroquel uninteligible memories photographs lie horizontaly twist float black scren inteligibly link jumble words come mind try narate hapen want panic fear lose control conscious self perception experiences story likely story control random smatering continuously alter star manufacture material simply unlikely acident hapen consume importance sense believe particular microspeck cosmic trash hapen exist time place fit narative make sense try tel fail seroquel dream simply acurate reflection narative story legitimate human experience basic grasp high schol science serorquel,Bipolar
start work fel terible months job hunting finaly get job want conections past year goten acept certain jobs quit moment fel like job stipulate contract new job get legal legit job want proces pas job requirements enthusiasm dwindle panic maybe dread beter term expres fel know handle job able handle bipolar mods fel jitery fel deserve play thoughts overdose fel balanced course stupid counterproductive know post open family fel like understand mean things want job want courage stick chalenges events overwhelm,Bipolar
grieve day long situationship worse people leave year long relationship bpd half years ago met guy trip hang fro days conversations interesting speak politics education etc tel people like excited like usualy big leaps like live diferent countries go ask like tel girlfriend cut contact break months later sure stalk social media reach know long time mis mis cry everyday ned fel like stuck pit despair try change date guys guy like way know like mis vacation guy know fel stuck,Personality disorder
batle extreme self consciousnes end end moment step outside aware way walk way arms move walk eyes lok blink jaw position neck position posture basicaly way lok person try picture lok wierd record phone odity behaviour reason develop clas realise wrong people stare get glance realise retrospect lok like girl boy hormones got mes get feminine features like long eye lashes girly lips girl type face curved hip short height btw  unmaried months antidepresants anxiety meds definitely help find light day,Anxiety
brutal recent med changes zoloft mixed totaly insane get lithium poisoning akathisia abilify suicidal trileptal suicidal latuda depakote work haldol right welbutrin unstable nonstop joyride hospitalize times big deal legitimately kil ocasions dable self harm rough year profesionaly old teaching team turn kids principal got involve ugly finish year teaching second year go beter end year miserable friend se idea facebok note jar wek god thing hapen wek note end year lok great things hapen love idea hope beter worse sure,Bipolar
triger warn suicide bad thing sure dysfunctional try think therapy cbt go doctor exercise dieting lifestyle changes meditation suplements aces meds ofline suport network past year year depresion want die anymore minded way try things doubt hold job relationship study prety close kick schol past wek day spend time cry lay bed new years eve think hours movie hours meal family bear listen music today throw lunch improvement best know want live thought bounce years medication broken brain fix bad thing,Bipolar
stres document updates minute things earlier today eye apointment fel like year time suposedly watch recording listen later unfortunately find thing nt record sure pres record buton ve spend majority day stres fact rely memory try replay eye doctors inform minds things begin mean know supose mundane forget days mention mother kep tel let things focus ve started take habit record important things go wek check watch record take blow supose god day today mean lucky necklace signify case supose oposite,Stress
